web-scraper-order,web-scraper-start-url,Summary,,,,,,,
1667026591-932,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,"[Accessibility]A11y_Java Tooling for IntelliJ/Eclipse_Eclipse Marketplace_Keyboard: ""Eclipse Marketplace"", ""Obeo Marketplace"" and ""Red Hat"" are not accessible through keyboard",,,,,,,
1667026591-933,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,[content assist] 'org.eclipse.jdt.ui.TemplateProposalComputer' proposal computer did not complete normally,,,,,,,
1667026591-934,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,org.eclipse.birt.report.service.api.ReportServiceException: Error happened while running the report.,,,,,,,
1667026591-935,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,[releng] Remove old/obsolete/outdated code/projects from org.eclipse.ecf git repository,,,,,,,
1667026591-936,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,[Workbench] Eclipse window comes to front at unexpected time.,,,,,,,
1667026591-937,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse not able to identify plugin org.eclipse.jdt.internal.ui.JavaPlugin,,,,,,,
1667026591-938,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse can't compile class in java ee project，,,,,,,,
1667026591-939,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Accessibility: In the eclipse build-in-control (so called “section”) there is no visible focus for expand collapse button.,,,,,,,
1667026591-940,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,org.eclipse.jdt.junit5.runtime should use open version range for junit dependencies,,,,,,,
1667026591-941,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,"On Eclipse start, when in the Debug perspective, the Open Type dialog box does not work/trigger Indexing",,,,,,,
1667026591-942,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,org.eclipse.ui.commands schema doc is incorrect,,,,,,,
1667026591-943,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse prevents MacBook Pro to use integrated intel graphics,,,,,,,
1667026591-944,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,License body is missing from org.eclipse.wst.xml_core.feature.feature.group,,,,,,,
1667026591-945,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,JBoss Server plugin do not work with JBoss 5.1 (Eclipse 3.5),,,,,,,
1667026591-946,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Let Run Eclipse with Java 17 from Adoptium on MacOS El Capitan (10.11),,,,,,,
1667026591-947,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Numerous NPEs when quitting Eclipse with active debug session,,,,,,,
1667026591-948,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse has a new logo the Hudson UI should be refreshed to match it,,,,,,,
1667026591-949,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,org.eclipse.jst.servlet.ui.EnhancedJavaRendering navigator content needs to have more specific possibleChildren,,,,,,,
1667026591-950,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,JDT CTRL+CLICK results in long UX freeze after file save/save all until eclipse is restarted.,,,,,,,
1667026591-951,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse hangs randomly possibly on automatic Content Assist or Validation?,,,,,,,
1667026591-952,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,IPapyrusListener / org.eclipse.papyrus.infra.core.modelListener not notified by di or notation model,,,,,,,
1667026591-953,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse fails to compile valid code with overwritten default method,,,,,,,
1667026591-954,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,org.eclipse.cdt.ui.HelpInfo extension point has no documentation,,,,,,,
1667026591-955,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,[Navigation] Next and previous diagram buttons should be in Eclipse navigate toolbar and should be green,,,,,,,
1667026591-956,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Plug-in dependency issue with org.eclipse.persistence.antlr,,,,,,,
1667026591-957,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse main thread freezes on some saves,,,,,,,
1667026591-958,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Incorrect lazy initialization and update of static field org.eclipse.ltk.internal.core.refactoring.RefactoringCorePlugin.fRefactoringUndoContext in org.eclipse.ltk.internal.core.refactoring.RefactoringCorePlugin.getUndoContext(),,,,,,,
1667026591-959,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,[formatter] command line Java formatter tries to read eclipse arguments as file names,,,,,,,
1667026591-960,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Formatting source with percent symbol (%) throws org.eclipse.text.edits.MalformedTreeException: Overlapping text edits,,,,,,,
1667026591-961,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,project specific settings should not be saved in workspace\.metadata\.plugins\org.eclipse.core.runtime\.settings,,,,,,,
1667026591-962,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,org.eclipse.help.ui incompatible with jdk java.xml,,,,,,,
1667026591-963,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,[xtend] Find references does not work for org.eclipse.xtext.idea.build.daemon.XtextBuildDaemon.Worker.build(BuildRequestMessage),,,,,,,
1667026591-964,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Manual install in org.eclipse.platform.doc.isv/samples/samples.html needs update,,,,,,,
1667026591-965,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Using Paypa'sl WSDL/xsd from eclipse causes validation errors,,,,,,,
1667026591-966,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Failed while invoking preset factory "org.eclipse.jpt.jpa.core". (err_grp: 6ed063d0),,,,,,,
1667026591-967,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,[GTK/Linux] Eclipse IDE for Java EE Developers remains as zombie process after exit,,,,,,,
1667026591-968,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,org.eclipse.ui.editors not properly displaying some dbcs characters,,,,,,,
1667026591-969,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,New WSDL wizards fails when org.eclipse.core.runtime.compatibility.registry is not here,,,,,,,
1667026591-970,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,The VM specified in eclipse.ini of my AUT is not recognized by AUTsManager.java,,,,,,,
1667026591-971,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,org.eclipse.papyrus.example.core.sashwindows.simpleeditor sould be removed,,,,,,,
1667026591-972,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,VJET Support Eclipse Luna,,,,,,,
1667026591-973,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse IDE mark error after checkout bundle org.eclipse.corona.test,,,,,,,
1667026591-974,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,BIDI3.4:HCG Wrong display for Filter string in  a mirrored Eclipse,,,,,,,
1667026591-975,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Some org.eclipse.wst plugins still list "Eclipse.org" as provider,,,,,,,
1667026591-976,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,[documentation] Revise Eclipse Corner Articles,,,,,,,
1667026591-977,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,No diagnosis of bad eclipse.ini lines,,,,,,,
1667026591-978,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Tigerstripe Compatibility with Eclipse,,,,,,,
1667026591-979,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Typo in Russian translation in org.eclipse.equinox.p2.operations.nl_ru_4.22.0,,,,,,,
1667026591-980,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Integrate Eclipse Layout Kernel into Systemfocus,,,,,,,
1667026591-981,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,[EditorMgmt] Eclipse repeatedly confirms file update in editor content,,,,,,,
1667026591-982,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,org.eclipse.birt.runtime contains Slf4J implementation inside of its jar,,,,,,,
1667026591-983,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,org.eclipse.jpt.doc.isv is empty,,,,,,,
1667026591-984,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,eclipse hung when paste (stuck in ole.win32.COM.VtblCall) during JDT debug at breakpoint,,,,,,,
1667026591-985,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,No JTDS driver in org.eclipse.birt.report.data.oda.jdbc,,,,,,,
1667026591-986,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,NLS unused message: ValidationMessageFactory_DefaultFaceletSeverityDisplayName in: org.eclipse.jst.jsf.ui.internal.validation.messages,,,,,,,
1667026591-987,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,editors not correctly restored when restarting Eclipse with a task active,,,,,,,
1667026591-988,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Unable to build update site if org.eclipse.iam.jdt.core.test is open,,,,,,,
1667026591-989,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,org.eclipse.swt.SWTException: Return value not valid (g_object_get_qdata),,,,,,,
1667026591-990,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Using ContextMenuHelper with Eclipse M7 clears the active selection,,,,,,,
1667026591-991,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,[p2] Unable to select required dependencies for Eclipse XML Editors and Tools using p2,,,,,,,
1667026591-992,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,duplicate key violation throws org.eclipse.persistence.exceptions.DatabaseException,,,,,,,
1667026591-993,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Upgrading Eclipse chapter very vague,,,,,,,
1667026591-994,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse reference and declaration context menu options missing when in a JSP file,,,,,,,
1667026591-995,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,'.lock' file is not removed when eclipse closes,,,,,,,
1667026591-996,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse: Problems occurred while performing provisioning operation: operation plan must be resolved,,,,,,,
1667026591-997,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,BIRT ODA: Cannot find function setAutoBinding in object org.eclipse.birt.data.engine.api.querydefn.QueryDefinition,,,,,,,
1667026591-998,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,A value of type 'org.eclipse.emf.mwe.utils.StandaloneSetup' can not be assigned to the feature addBean,,,,,,,
